,caseorder,customer_id,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment,income,marital,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internetservice,phone,multiple,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,paymentmethod,tenure,monthlycharge,bandwidth_gb_year,item1,item2,item3,item4,item5,item6,item7,item8,zscoreincome,contract_type_num
63,64,R110564,Eagar,AZ,Apache,85925,34.088,-109.3232,4938,Rural,America/Phoenix,"Pharmacist, community",0.0,81.0,GED or Alternative Credential,Full Time,69965.65,Widowed,Male,No,5.487498047,15,0,0,No,Month-to-month,No,Yes,None,Yes,No,No,No,Yes,No,No,No,No,Mailed Check,12.25062113,91.90732298,1095.950634,5,5,5,3,4,3,2,5,1.2219836822733516,0
64,65,M278354,Aulander,NC,Hertford,27805,36.20782,-77.08433,3761,Suburban,America/New_York,Forest/woodland manager,0.0,43.0,Regular High School Diploma,Full Time,34883.69,Divorced,Female,No,14.22358433,13,0,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,0.0,128.1616569,1083.610268,4,4,4,3,4,4,3,3,-0.20562772262873744,0
65,66,W604879,Mokelumne Hill,CA,Calaveras,95245,38.29793,-120.62131,1851,Urban,America/Los_Angeles,"Designer, graphic",2.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Never Married,Male,No,9.701727666,14,1,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),7.916533093,185.1946788,1570.641337,3,4,3,3,4,4,4,3,1.1843397656906803e-15,2
66,67,X345797,Wheeling,IL,Cook,60090,42.1295,-87.92197,38476,Suburban,America/Chicago,"Civil engineer, consulting",3.0,70.0,Regular High School Diploma,Full Time,10964.73,Married,Female,Yes,7.029314673,11,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),4.471254161,265.9812978,1007.425553,3,3,2,4,4,3,3,3,-1.1789764206318387,0
67,68,N189653,Nevada,MO,Vernon,64772,37.82945,-94.33173,13547,Urban,America/Chicago,Science writer,1.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Widowed,Male,Yes,10.76672425,19,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),10.79028074,207.5721417,1323.028419,4,4,3,6,2,5,7,4,1.1843397656906803e-15,0
68,69,M562102,Slaton,TX,Lubbock,79364,33.45204,-101.64305,7801,Urban,America/Chicago,Health and safety inspector,0.0,48.0,"Some College, Less than 1 Year",Unemployed,52636.6,Separated,Male,No,7.802308089,17,0,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,12.24190682,152.3606978,1808.730555,3,1,2,2,5,2,2,1,0.5168021754214384,0
69,70,X67911,Gillette,WY,Campbell,82716,44.48072,-105.68542,17823,Suburban,America/Denver,"Administrator, Civil Service",1.0,63.0,"Some College, 1 or More Years, No Degree",Retired,19048.13,Separated,Female,Yes,9.793779624,18,2,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),2.203859443,198.6516357,1120.241472,4,4,4,5,4,4,4,3,-0.8500337381139421,0
70,71,O834546,Roseburg,OR,Douglas,97470,43.22975,-123.23433,20269,Urban,America/Los_Angeles,Technical sales engineer,4.0,60.0,"Some College, 1 or More Years, No Degree",Full Time,42784.82,Married,Female,Yes,5.824350345,12,0,0,No,One year,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Electronic Check,23.92132231,212.350527,2676.789803,5,5,6,5,3,7,5,5,0.1158977365991404,1
71,72,I493092,North Royalton,OH,Cuyahoga,44133,41.31414,-81.74522,30225,Rural,America/New_York,Special educational needs teacher,0.0,87.0,Regular High School Diploma,Full Time,77996.88,Divorced,Male,Yes,7.013094993,17,0,0,Yes,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),3.7311787,254.1636111,1268.086909,3,3,4,5,4,3,5,4,1.5488033794451121,1
72,73,H787644,Cadiz,OH,Harrison,43907,40.25609,-81.02123,5760,Suburban,America/New_York,Outdoor activities/education manager,3.0,54.0,Associate's Degree,Unemployed,47507.3,Married,Female,No,32.03094504,9,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),0.0,162.6137295,822.6771666,2,3,3,3,5,2,2,3,0.3080724699213956,2
73,74,N582710,Homestead,MT,Sheridan,59242,48.43505,-104.4389,61,Urban,America/Denver,"Civil engineer, consulting",3.0,53.27574750830565,Associate's Degree,Full Time,7724.73,Divorced,Male,Yes,7.700593432,9,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,0.0,256.579456,0.0,4,3,2,3,3,3,3,4,-1.3108236991727975,0
74,75,T689606,San Diego,CA,San Diego,92131,32.89431,-117.08013,34359,Urban,America/Los_Angeles,Maintenance engineer,1.0,70.0,Regular High School Diploma,Full Time,1509.52,Never Married,Male,Yes,12.05902236,16,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),2.378630018,214.1022755,0.0,4,4,4,5,2,3,4,4,-1.5637429967223504,0
75,76,E330599,Inglewood,CA,Los Angeles,90303,33.9381,-118.3323,24693,Rural,America/Los_Angeles,Sports therapist,2.0,67.0,Regular High School Diploma,Retired,81124.71,Married,Female,Yes,13.64707199,13,0,0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,5.43464555,271.3744783,1648.102673,3,3,4,3,5,3,3,4,1.6760860563706577,1
76,77,C641592,Catlett,VA,Fauquier,20119,38.6184,-77.62493,4235,Rural,America/New_York,"Engineer, communications",4.0,46.0,Regular High School Diploma,Part Time,11795.57,Widowed,Female,Yes,9.033079233,11,0,0,No,Two Year,No,No,None,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,1.092361222,201.5905907,768.0874545,1,1,2,2,3,1,3,2,-1.1451665462790703,2
77,78,E24772,Rockfield,KY,Warren,42274,36.94686,-86.60235,2193,Urban,America/Chicago,Oceanographer,1.0,53.27574750830565,Associate's Degree,Full Time,39936.76222636489,Never Married,Male,No,6.796336078,10,2,1,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),20.13981517,149.2913801,2426.030626,2,2,3,4,3,3,4,4,1.1843397656906803e-15,2
78,79,A889769,Concord,IL,Morgan,62631,39.82437,-90.36129,273,Rural,America/Chicago,Archaeologist,1.0,24.0,Regular High School Diploma,Full Time,19038.78,Never Married,Female,Yes,13.69012091,18,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,24.64873861,240.7606959,0.0,4,4,5,1,4,4,3,3,-0.8504142233159045,0
79,80,G391761,Little Falls,MN,Morrison,56345,45.98881,-94.37486,14557,Rural,America/Chicago,Personal assistant,0.0,20.0,Associate's Degree,Part Time,79167.77,Divorced,Male,No,13.64419363,17,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),9.677739656,126.242338,1129.549713,3,4,3,4,5,4,3,3,1.5964511140040083,0
80,81,A606860,Orlando,FL,Orange,32804,28.57725,-81.39726,17653,Urban,America/New_York,Animal nutritionist,1.0,53.27574750830565,Master's Degree,Full Time,37428.26,Married,Female,Yes,14.85470353,13,2,1,No,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,9.82814183,188.6701828,1771.286466,3,4,3,2,5,3,3,4,-0.102079997456834,1
81,82,E186097,Millsboro,PA,Washington,15348,39.9883,-79.99619,285,Rural,America/New_York,Hydrologist,0.0,53.27574750830565,Master's Degree,Full Time,45148.38,Divorced,Male,No,17.35455406,6,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),7.832238337,171.6836341,943.3391244,3,3,3,4,4,3,4,4,0.2120795124226799,0
82,83,I627613,Sagola,MI,Dickinson,49881,46.07835,-88.03348,320,Urban,America/Menominee,Arts development officer,5.0,53.27574750830565,Nursery School to 8th Grade,Student,74855.47,Separated,Female,No,7.117737737,13,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,19.45250317,191.0610724,1907.226083,4,4,4,3,1,5,4,4,1.4209680833706204,2
83,84,Z188641,Magnolia,KY,Hart,42757,37.40057,-85.72074,2863,Urban,America/Chicago,Herpetologist,4.0,71.0,Regular High School Diploma,Retired,39936.76222636489,Divorced,Male,No,7.949187078,10,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),14.34766616,119.689113,1885.939118,4,4,3,3,4,3,2,5,1.1843397656906803e-15,0
84,85,A740543,Gypsum,KS,Saline,67448,38.65158,-97.41275,1206,Suburban,America/Chicago,Medical sales representative,0.0,32.0,Regular High School Diploma,Full Time,71596.14,Divorced,Female,No,8.999994263,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),2.257358355,195.4035452,631.7435653,5,3,5,5,3,3,5,2,1.2883341974549096,1
85,86,W681476,Alexandria,VA,Fairfax,22306,38.75669,-77.0929,35279,Rural,America/New_York,"Scientist, research (physical sciences)",0.0,33.0,Associate's Degree,Full Time,10389.95,Never Married,Male,No,4.274255962,15,1,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),2.358129018,138.1911656,0.0,3,3,4,3,3,4,3,6,-1.2023662906194228,1
86,87,G842176,Shade Gap,PA,Huntingdon,17255,40.1613,-77.86247,1049,Suburban,America/New_York,Solicitor,3.0,67.0,Nursery School to 8th Grade,Full Time,19657.14,Widowed,Male,No,15.45723779,12,3,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),4.650578623,115.8369419,593.8572264,3,3,2,2,5,4,2,3,-0.8252509260447356,0
87,88,Z852663,Chicago,IL,Cook,60636,41.77576,-87.66912,32203,Suburban,America/Chicago,Higher education lecturer,0.0,66.0,Bachelor's Degree,Retired,27827.03,Divorced,Female,Yes,7.703726062,13,1,1,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,3.721772616,208.068307,777.3060718,4,3,3,6,1,4,3,3,-0.4927886536746762,0
88,89,C73741,Waterbury,CT,New Haven,6704,41.5865,-73.03305,25576,Rural,America/New_York,"Nurse, adult",0.0,53.27574750830565,Regular High School Diploma,Full Time,39936.76222636489,Separated,Female,Yes,8.926117575,12,4,0,No,Month-to-month,Yes,No,DSL,No,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,3.76663012,187.6215728,1393.202392,4,4,4,3,3,3,3,5,1.1843397656906803e-15,0
89,90,W258972,Litchfield,CA,Lassen,96117,40.54621,-120.23999,319,Urban,America/Los_Angeles,Automotive engineer,0.0,61.0,Regular High School Diploma,Full Time,19815.63,Never Married,Female,No,12.74200169,13,0,2,No,One year,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),4.151256695,136.0997678,393.6524652,3,2,3,4,3,4,5,4,-0.8188013966694403,1
90,91,G491883,Greensboro,NC,Guilford,27410,36.11785,-79.89432,55519,Rural,America/New_York,Chiropodist,0.0,75.0,"Some College, Less than 1 Year",Unemployed,58482.9,Separated,Female,Yes,7.83211249,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,2.188918771,192.0084484,0.0,3,3,3,3,3,4,3,3,0.7547091953393417,0
91,92,C302549,Seekonk,MA,Bristol,2771,41.83778,-71.31735,15210,Urban,America/New_York,Therapeutic radiographer,0.0,63.0,Regular High School Diploma,Student,39936.76222636489,Widowed,Female,Yes,13.60393581,9,1,0,No,Month-to-month,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,13.85488928,221.0353527,2138.107161,3,2,3,2,4,3,2,4,1.1843397656906803e-15,0
92,93,K581313,Reading,MI,Hillsdale,49274,41.83849,-84.76277,3499,Suburban,America/Detroit,"Designer, television/film set",0.0,68.0,"Some College, Less than 1 Year",Student,115510.46,Separated,Female,No,5.655483352,3,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,3.273341151,163.0404044,443.984031,2,2,2,4,3,3,4,3,3.0753661668921914,2
93,94,T46150,Shreveport,LA,Caddo,71104,32.48494,-93.73255,14479,Suburban,America/Chicago,"Education officer, environmental",2.0,32.0,Associate's Degree,Full Time,39936.76222636489,Never Married,Male,Yes,8.065866812,7,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,19.75096265,161.1025056,2481.385603,2,2,3,3,3,3,3,3,1.1843397656906803e-15,2
94,95,B260505,San Antonio,FL,Pasco,33576,28.32589,-82.32911,4654,Suburban,America/New_York,Colour technologist,0.0,53.27574750830565,Professional School Degree,Part Time,39936.76222636489,Never Married,Male,No,11.47541549,7,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,18.38404445,186.6210869,2233.567181,3,2,3,4,2,4,5,3,1.1843397656906803e-15,2
95,96,W877056,Dallas,TX,Dallas,75212,32.78137,-96.87917,26320,Suburban,America/Chicago,Academic librarian,0.0,29.0,Regular High School Diploma,Full Time,24270.88,Divorced,Female,Yes,10.37979788,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.672610857,244.4658583,0.0,5,5,4,5,1,5,5,4,-0.6375012152745002,0
96,97,M478246,Claytonville,IL,Iroquois,60926,40.57234,-87.80962,35,Rural,America/Chicago,Mudlogger,0.0,53.27574750830565,Regular High School Diploma,Full Time,54466.33,Married,Female,No,8.657901827,17,0,1,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,Yes,No,No,No,No,Electronic Check,6.796299371,124.8019028,529.40733,4,4,4,3,2,4,3,4,0.5912604843611756,0
97,98,N417817,Beaverville,IL,Iroquois,60912,40.97003,-87.59935,521,Suburban,America/Chicago,"Designer, textile",10.0,23.0,Professional School Degree,Part Time,64816.84,Divorced,Male,Yes,6.398436616,14,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,0.0,188.611913,1956.7337,3,2,2,4,3,2,3,2,1.0124600445497487,0
98,99,R180138,Fayetteville,NC,Cumberland,28301,35.07431,-78.88358,17600,Rural,America/New_York,Chief Strategy Officer,0.0,80.0,"Some College, 1 or More Years, No Degree",Retired,103311.26,Never Married,Male,No,9.33803434,15,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,20.31163945,162.443765,2056.386979,5,4,4,3,4,4,5,5,2.5789367470227886,0
99,100,N931384,Stanley,ND,Mountrail,58784,48.36433,-102.42437,3324,Suburban,America/Chicago,"Loss adjuster, chartered",0.0,20.0,Master's Degree,Full Time,39936.76222636489,Never Married,Male,No,12.24404403,11,1,1,No,One year,No,No,Fiber Optic,No,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,6.998814446,180.2362145,1067.373076,3,4,3,5,2,6,6,6,1.1843397656906803e-15,1
100,101,O967373,Birmingham,AL,Shelby,35242,33.42521,-86.67144,55122,Urban,America/Chicago,Pharmacologist,0.0,69.0,Nursery School to 8th Grade,Full Time,58077.38,Separated,Male,Yes,10.82210354,12,1,1,No,Month-to-month,No,No,None,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),14.46288204,222.7999248,1806.135733,3,2,3,5,3,4,4,3,0.7382071248473879,0
101,102,G695985,Calhoun,KY,McLean,42327,37.58745,-87.30164,4038,Urban,America/Chicago,Hydrographic surveyor,1.0,53.27574750830565,Bachelor's Degree,Full Time,43466.35,Never Married,Male,No,14.2128601,10,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),11.13472066,182.8863727,1397.701335,3,4,4,4,3,4,2,3,0.14363164886581306,1
102,103,P33478,Ozone Park,NY,Queens,11417,40.67637,-73.84441,31927,Urban,America/New_York,"Engineer, manufacturing",0.0,53.0,Bachelor's Degree,Full Time,23289.77,Divorced,Female,Yes,12.58013188,19,1,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,2.542296644,220.3400058,0.0,2,4,3,2,3,3,5,3,-0.6774261175736731,0
103,104,K100436,Buckhannon,WV,Upshur,26201,39.00049,-80.20387,19904,Rural,America/New_York,Research scientist (medical),2.0,25.0,Regular High School Diploma,Full Time,49158.49,Separated,Male,No,11.2210066,9,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,0.0,170.9110193,1886.531937,4,4,3,4,3,3,3,4,0.3752653427158539,2
104,105,L475907,Pleasant Hill,MO,Cass,64080,38.76701,-94.25448,13000,Suburban,America/Chicago,Wellsite geologist,0.0,53.27574750830565,Bachelor's Degree,Full Time,3805.84,Divorced,Male,Yes,15.66159152,16,0,2,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,22.79214163,205.7639543,2294.781131,3,3,3,3,2,4,4,4,-1.4702974588645803,0
105,106,A78095,Valparaiso,NE,Saunders,68065,41.07317,-96.83986,1444,Urban,America/Chicago,"Embryologist, clinical",3.0,71.0,GED or Alternative Credential,Retired,52616.27,Widowed,Male,Yes,5.535347323,10,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,3.823689744,203.7817651,826.3438621,3,5,3,2,4,2,4,2,0.5159748744421983,0
106,107,X742990,Buchanan,NY,Westchester,10511,41.26302,-73.94368,2158,Urban,America/New_York,Occupational psychologist,3.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,30550.42,Widowed,Female,Yes,8.06201289,18,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),10.77094687,245.0660727,0.0,3,3,2,4,3,2,4,3,-0.38196409814823756,0
107,108,P347346,West Baden Springs,IN,Orange,47469,38.61776,-86.61282,1800,Urban,America/Indiana/Indianapolis,Environmental health practitioner,2.0,56.0,"Some College, 1 or More Years, No Degree",Student,12154.01,Divorced,Prefer not to answer,Yes,13.04270304,11,0,2,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),13.08671185,170.9069787,1436.793746,4,4,3,3,5,3,2,2,-1.1305803306864093,0
108,109,O235183,Nolan,TX,Nolan,79537,32.29188,-100.21075,30,Suburban,America/Chicago,"Sales professional, IT",0.0,42.0,Regular High School Diploma,Full Time,30649.31,Married,Male,Yes,13.73417339,9,2,2,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),14.76468813,173.540759,1963.332683,4,3,4,3,5,4,2,3,-0.377939907600424,0
109,110,R776311,Flat Rock,AL,Jackson,35966,34.79657,-85.67879,3682,Suburban,America/Chicago,Advertising copywriter,3.0,33.0,Associate's Degree,Part Time,31417.33,Married,Male,Yes,11.35797937,14,0,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,9.473091121,194.3065983,1324.164906,2,2,2,2,4,2,3,2,-0.3466864054815885,0
110,111,C25146,Centreville,VA,Fairfax,20120,38.85433,-77.47715,41733,Urban,America/New_York,"Radiographer, therapeutic",1.0,47.0,Associate's Degree,Full Time,55861.19,Divorced,Male,No,13.82441538,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),5.197446331,135.5831384,704.9375603,4,4,4,4,3,3,4,3,0.6480223655172378,0
111,112,E722502,Angora,MN,St. Louis,55703,47.74202,-92.78159,630,Urban,America/Chicago,English as a second language teacher,1.0,53.27574750830565,Bachelor's Degree,Student,9044.26,Widowed,Female,Yes,12.83804501,18,3,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),6.577552683,194.0043524,0.0,3,4,4,4,2,3,4,4,-1.2571272672428124,2
112,113,D515341,Rice Lake,WI,Barron,54868,45.52596,-91.71346,15383,Rural,America/Chicago,Occupational therapist,0.0,63.0,Associate's Degree,Full Time,39936.76222636489,Never Married,Female,Yes,8.357284687,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,No,No,Yes,No,Yes,No,Mailed Check,3.174571918,158.0420478,377.0810282,4,3,4,2,3,3,3,3,1.1843397656906803e-15,0
113,114,U972291,Middlefield,MA,Hampshire,1243,42.35146,-73.02322,257,Urban,America/New_York,Armed forces logistics/support/administrative officer,1.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Widowed,Male,No,8.32819175,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),17.88002366,113.2171506,1606.489936,3,3,3,3,3,3,3,4,1.1843397656906803e-15,0
114,115,N374641,Canaseraga,NY,Allegany,14822,42.43085,-77.84964,1012,Urban,America/New_York,Technical author,0.0,67.0,"Some College, Less than 1 Year",Full Time,12527.51,Divorced,Male,Yes,10.54819139,14,2,0,Yes,Month-to-month,No,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,13.12190056,175.1031837,1431.409396,5,4,4,3,3,5,3,4,-1.11538126941016,0
115,116,R736057,Rocky Mount,VA,Franklin,24151,36.95739,-79.86453,20327,Urban,America/New_York,Regulatory affairs officer,0.0,56.0,"Some College, Less than 1 Year",Full Time,35499.06,Divorced,Female,No,7.664895103,13,3,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),23.34617699,162.9713747,2253.85247,6,5,4,4,4,3,5,3,-0.1805860992349877,0
116,117,K401117,Hope,KY,Montgomery,40334,38.01464,-83.76565,69,Urban,America/New_York,Sales promotion account executive,0.0,24.0,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Married,Female,No,9.418424281,10,1,0,Yes,One year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,6.311709178,137.0944878,1353.29384,5,5,4,3,3,3,3,3,1.1843397656906803e-15,1
117,118,O17401,Pleasant Dale,NE,Seward,68423,40.80268,-96.95214,1130,Urban,America/Chicago,"Optician, dispensing",0.0,79.0,"9th Grade to 12th Grade, No Diploma",Part Time,51237.28,Divorced,Female,No,11.53243433,12,3,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,12.58298231,276.0538352,1701.457566,4,5,4,4,1,4,4,4,0.45985880078935987,2
118,119,E779833,Watkins Glen,NY,Schuyler,14891,42.37724,-76.94575,4210,Rural,America/New_York,Theme park manager,0.0,61.0,Regular High School Diploma,Full Time,39936.76222636489,Married,Male,Yes,6.746267321,16,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,7.120096363,128.4032505,0.0,4,3,4,5,3,5,4,4,1.1843397656906803e-15,0
119,120,Q527077,Parksville,SC,McCormick,29844,33.7683,-82.2322,155,Urban,America/New_York,"Pharmacist, community",0.0,53.27574750830565,Bachelor's Degree,Full Time,11014.98,Divorced,Male,Yes,8.809358115,11,2,0,Yes,Two Year,No,No,None,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,9.344886869,209.8844788,1403.270091,4,4,4,4,3,4,4,4,-1.1769315670063192,2
120,121,Q765651,Altadena,CA,Los Angeles,91001,34.19544,-118.13796,37711,Rural,America/Los_Angeles,IT trainer,4.0,53.27574750830565,Regular High School Diploma,Student,39936.76222636489,Divorced,Female,No,15.77290448,13,1,0,Yes,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),22.37815032,146.6848887,2603.903672,5,4,5,2,3,4,4,3,1.1843397656906803e-15,2
121,122,W400552,Coggon,IA,Linn,52218,42.29251,-91.53608,1800,Urban,America/Chicago,Contracting civil engineer,3.0,53.27574750830565,Bachelor's Degree,Full Time,26130.78,Divorced,Male,Yes,4.767299756,8,2,0,No,One year,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.799514433,242.8850241,1256.287854,4,4,2,3,3,4,5,5,-0.5618151802873618,1
